Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00  157016/157016      __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
[153]    0.0    0.00    0.00  157016         std::char_traits<char>::compare(char const*, char const*, unsigned long) [153]
-----------------------------------------------
                0.00    0.00  153040/153040      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
[154]    0.0    0.00    0.00  153040         std::uniform_real_distribution<double>::param_type::b() const [154]
-----------------------------------------------
                0.00    0.00  153040/153040      std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [156]
[155]    0.0    0.00    0.00  153040         std::uniform_real_distribution<double>::param_type::param_type(double, double) [155]
-----------------------------------------------
                0.00    0.00  153040/153040      rand_double() [9]
[156]    0.0    0.00    0.00  153040         std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [156]
                0.00    0.00  153040/153040      std::uniform_real_distribution<double>::param_type::param_type(double, double) [155]
-----------------------------------------------
                0.00    0.00  153040/153040      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [17]
[157]    0.0    0.00    0.00  153040         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [157]
-----------------------------------------------
                0.00    0.00    3934/124649      std::vector<Wolf, std::allocator<Wolf> >::push_back(Wolf&&) [93]
                0.00    0.00  120715/124649      void std::__relocate_object_a<Wolf, Wolf, std::allocator<Wolf> >(Wolf*, Wolf*, std::allocator<Wolf>&) [62]
[158]    0.0    0.00    0.00  124649         std::remove_reference<Wolf&>::type&& std::move<Wolf&>(Wolf&) [158]
-----------------------------------------------
                0.00    0.00  120715/120715      void std::allocator_traits<std::allocator<Wolf> >::destroy<Wolf>(std::allocator<Wolf>&, Wolf*) [160]
[159]    0.0    0.00    0.00  120715         void __gnu_cxx::new_allocator<Wolf>::destroy<Wolf>(Wolf*) [159]
-----------------------------------------------
                0.00    0.00  120715/120715      void std::__relocate_object_a<Wolf, Wolf, std::allocator<Wolf> >(Wolf*, Wolf*, std::allocator<Wolf>&) [62]
[160]    0.0    0.00    0.00  120715         void std::allocator_traits<std::allocator<Wolf> >::destroy<Wolf>(std::allocator<Wolf>&, Wolf*) [160]
                0.00    0.00  120715/120715      void __gnu_cxx::new_allocator<Wolf>::destroy<Wolf>(Wolf*) [159]
-----------------------------------------------
                0.00    0.00  108811/108811      void std::allocator_traits<std::allocator<Sheep> >::destroy<Sheep>(std::allocator<Sheep>&, Sheep*) [162]
[161]    0.0    0.00    0.00  108811         void __gnu_cxx::new_allocator<Sheep>::destroy<Sheep>(Sheep*) [161]
-----------------------------------------------
                0.00    0.00  108811/108811      void std::__relocate_object_a<Sheep, Sheep, std::allocator<Sheep> >(Sheep*, Sheep*, std::allocator<Sheep>&) [49]
[162]    0.0    0.00    0.00  108811         void std::allocator_traits<std::allocator<Sheep> >::destroy<Sheep>(std::allocator<Sheep>&, Sheep*) [162]
                0.00    0.00  108811/108811      void __gnu_cxx::new_allocator<Sheep>::destroy<Sheep>(Sheep*) [161]
-----------------------------------------------
                0.00    0.00     500/82295       std::vector<Sheep, std::allocator<Sheep> >::empty() const [270]
                0.00    0.00   81795/82295       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[163]    0.0    0.00    0.00   82295         std::vector<Sheep, std::allocator<Sheep> >::end() const [163]
                0.00    0.00   82295/164590      __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >::__normal_iterator(Sheep const* const&) [149]
-----------------------------------------------
                0.00    0.00     500/82295       std::vector<Sheep, std::allocator<Sheep> >::empty() const [270]
                0.00    0.00   81795/82295       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[164]    0.0    0.00    0.00   82295         std::vector<Sheep, std::allocator<Sheep> >::begin() const [164]
                0.00    0.00   82295/164590      __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >::__normal_iterator(Sheep const* const&) [149]
-----------------------------------------------
                0.00    0.00   82210/82210       void std::_Destroy<Sheep*>(Sheep*, Sheep*) [166]
[165]    0.0    0.00    0.00   82210         void std::_Destroy_aux<true>::__destroy<Sheep*>(Sheep*, Sheep*) [165]
-----------------------------------------------
                0.00    0.00   82210/82210       void std::_Destroy<Sheep*, Sheep>(Sheep*, Sheep*, std::allocator<Sheep>&) [167]
[166]    0.0    0.00    0.00   82210         void std::_Destroy<Sheep*>(Sheep*, Sheep*) [166]
                0.00    0.00   82210/82210       void std::_Destroy_aux<true>::__destroy<Sheep*>(Sheep*, Sheep*) [165]
-----------------------------------------------
                0.00    0.00      51/82210       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
                0.00    0.00     501/82210       std::vector<Sheep, std::allocator<Sheep> >::~vector() [38]
                0.00    0.00   81658/82210       std::vector<Sheep, std::allocator<Sheep> >::_M_erase_at_end(Sheep*) [50]
[167]    0.0    0.00    0.00   82210         void std::_Destroy<Sheep*, Sheep>(Sheep*, Sheep*, std::allocator<Sheep>&) [167]
                0.00    0.00   82210/82210       void std::_Destroy<Sheep*>(Sheep*, Sheep*) [166]
-----------------------------------------------
                0.00    0.00   82158/82158       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[168]    0.0    0.00    0.00   82158         __gnu_cxx::__alloc_traits<std::allocator<Sheep>, Sheep>::_S_propagate_on_copy_assign() [168]
-----------------------------------------------
                0.00    0.00   82158/82158       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[169]    0.0    0.00    0.00   82158         std::vector<Sheep, std::allocator<Sheep> >::capacity() const [169]
-----------------------------------------------
                0.00    0.00   81744/81744       __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*) [80]
[170]    0.0    0.00    0.00   81744         __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::operator+(long) const [170]
                0.00    0.00   81744/425152      __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >::__normal_iterator(Sheep* const&) [134]
-----------------------------------------------
                0.00    0.00   81744/81744       void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [172]
[171]    0.0    0.00    0.00   81744         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [171]
-----------------------------------------------
                0.00    0.00   81744/81744       void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, std::allocator<Sheep>&) [173]
[172]    0.0    0.00    0.00   81744         void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [172]
                0.00    0.00   81744/81744       void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [171]
-----------------------------------------------
                0.00    0.00   81744/81744       std::vector<Sheep, std::allocator<Sheep> >::operator=(std::vector<Sheep, std::allocator<Sheep> > const&) [15]
[173]    0.0    0.00    0.00   81744         void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep>(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, std::allocator<Sheep>&) [173]
                0.00    0.00   81744/81744       void std::_Destroy<__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > > >(__gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep*, std::vector<Sheep, std::allocator<Sheep> > >) [172]
-----------------------------------------------
                0.00    0.00   76173/76173       go() [2]
[174]    0.0    0.00    0.00   76173         Sheep::eatGrass(Patch&) [174]
                0.00    0.00   20500/24100       Patch::setColor(Patch::Color) [178]
-----------------------------------------------
                0.00    0.00    1089/26619       Sheep* std::__copy_move_a<false, Sheep*, Sheep*>(Sheep*, Sheep*, Sheep*) [70]
                0.00    0.00   25530/26619       Sheep* std::__relocate_a<Sheep*, Sheep*, std::allocator<Sheep> >(Sheep*, Sheep*, Sheep*, std::allocator<Sheep>&) [23]
[175]    0.0    0.00    0.00   26619         Sheep* std::__niter_base<Sheep*>(Sheep*) [175]
-----------------------------------------------
                0.00    0.00     591/26397       Wolf* std::__copy_move_a<false, Wolf*, Wolf*>(Wolf*, Wolf*, Wolf*) [288]
                0.00    0.00   25806/26397       Wolf* std::__relocate_a<Wolf*, Wolf*, std::allocator<Wolf> >(Wolf*, Wolf*, Wolf*, std::allocator<Wolf>&) [65]
[176]    0.0    0.00    0.00   26397         Wolf* std::__niter_base<Wolf*>(Wolf*) [176]
-----------------------------------------------
                0.00    0.00     474/25328       Wolf const* std::__niter_base<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >) [274]
                0.00    0.00    1000/25328       bool __gnu_cxx::operator==<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&) [266]
                0.00    0.00   23854/25328       bool __gnu_cxx::operator!=<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&) [184]
[177]    0.0    0.00    0.00   25328         __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >::base() const [177]
-----------------------------------------------
                0.00    0.00    3600/24100       setup() [54]
                0.00    0.00   20500/24100       Sheep::eatGrass(Patch&) [174]
[178]    0.0    0.00    0.00   24100         Patch::setColor(Patch::Color) [178]
-----------------------------------------------
                0.00    0.00     237/19183       __gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >::operator+(long) const [278]
                0.00    0.00    3934/19183       __gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >::operator-(long) const [221]
                0.00    0.00    5539/19183       std::vector<Wolf, std::allocator<Wolf> >::begin() [205]
                0.00    0.00    9473/19183       std::vector<Wolf, std::allocator<Wolf> >::end() [191]
[179]    0.0    0.00    0.00   19183         __gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >::__normal_iterator(Wolf* const&) [179]
-----------------------------------------------
                0.00    0.00       1/18533       main [1]
                0.00    0.00    1328/18533       std::vector<Wolf, std::allocator<Wolf> >::operator=(std::vector<Wolf, std::allocator<Wolf> > const&) [86]
                0.00    0.00   17204/18533       std::vector<Wolf, std::allocator<Wolf> >::_M_check_len(unsigned long, char const*) const [219]
[180]    0.0    0.00    0.00   18533         std::vector<Wolf, std::allocator<Wolf> >::size() const [180]
-----------------------------------------------
                0.00    0.00       1/17114       std::vector<Patch, std::allocator<Patch> >::_S_max_size(std::allocator<Patch> const&) [372]
                0.00    0.00       1/17114       std::vector<std::vector<Patch, std::allocator<Patch> >, std::allocator<std::vector<Patch, std::allocator<Patch> > > >::_S_max_size(std::allocator<std::vector<Patch, std::allocator<Patch> > > const&) [374]
                0.00    0.00    8510/17114       std::vector<Sheep, std::allocator<Sheep> >::_S_max_size(std::allocator<Sheep> const&) [202]
                0.00    0.00    8602/17114       std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [196]
[181]    0.0    0.00    0.00   17114         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [181]
-----------------------------------------------
                0.00    0.00    4367/12969       __gnu_cxx::new_allocator<Wolf>::allocate(unsigned long, void const*) [209]
                0.00    0.00    8602/12969       __gnu_cxx::new_allocator<Wolf>::max_size() const [192]
[182]    0.0    0.00    0.00   12969         __gnu_cxx::new_allocator<Wolf>::_M_max_size() const [182]
-----------------------------------------------
                0.00    0.00    4306/12816       __gnu_cxx::new_allocator<Sheep>::allocate(unsigned long, void const*) [214]
                0.00    0.00    8510/12816       __gnu_cxx::new_allocator<Sheep>::max_size() const [198]
[183]    0.0    0.00    0.00   12816         __gnu_cxx::new_allocator<Sheep>::_M_max_size() const [183]
-----------------------------------------------
                0.00    0.00   11927/11927       Wolf* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*>(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*) [88]
[184]    0.0    0.00    0.00   11927         bool __gnu_cxx::operator!=<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > const&) [184]
                0.00    0.00   23854/25328       __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >::base() const [177]
-----------------------------------------------
                0.00    0.00   11861/11861       Wolf* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*>(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*) [88]
[185]    0.0    0.00    0.00   11861         __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >::operator++() [185]
-----------------------------------------------
                0.00    0.00   11861/11861       Wolf* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*>(__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf*) [88]
[186]    0.0    0.00    0.00   11861         __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >::operator*() const [186]
-----------------------------------------------
                0.00    0.00   11005/11005       Sheep* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*>(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*) [82]
[187]    0.0    0.00    0.00   11005         bool __gnu_cxx::operator!=<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > const&, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > > const&) [187]
                0.00    0.00   22010/186498      __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >::base() const [142]
-----------------------------------------------
                0.00    0.00   10954/10954       Sheep* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*>(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*) [82]
[188]    0.0    0.00    0.00   10954         __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >::operator++() [188]
-----------------------------------------------
                0.00    0.00   10954/10954       Sheep* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*>(__gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >, Sheep*) [82]
[189]    0.0    0.00    0.00   10954         __gnu_cxx::__normal_iterator<Sheep const*, std::vector<Sheep, std::allocator<Sheep> > >::operator*() const [189]
-----------------------------------------------
                0.00    0.00      66/9669        Wolf* std::vector<Wolf, std::allocator<Wolf> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > > >(unsigned long, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >, __gnu_cxx::__normal_iterator<Wolf const*, std::vector<Wolf, std::allocator<Wolf> > >) [89]
                0.00    0.00     364/9669        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf&&) [94]
                0.00    0.00     500/9669        std::vector<Wolf, std::allocator<Wolf> >::operator=(std::vector<Wolf, std::allocator<Wolf> > const&) [86]
                0.00    0.00     501/9669        std::vector<Wolf, std::allocator<Wolf> >::~vector() [271]
                0.00    0.00    8238/9669        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf const&>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf const&) [67]
[190]    0.0    0.00    0.00    9669         std::_Vector_base<Wolf, std::allocator<Wolf> >::_M_get_Tp_allocator() [190]
-----------------------------------------------
                0.00    0.00     182/9473        Wolf& std::vector<Wolf, std::allocator<Wolf> >::emplace_back<Wolf>(Wolf&&) [92]
                0.00    0.00     237/9473        std::vector<Wolf, std::allocator<Wolf> >::operator=(std::vector<Wolf, std::allocator<Wolf> > const&) [86]
                0.00    0.00     500/9473        go() [2]
                0.00    0.00     501/9473        displayLabels() [52]
                0.00    0.00    3934/9473        std::vector<Wolf, std::allocator<Wolf> >::back() [222]
                0.00    0.00    4119/9473        std::vector<Wolf, std::allocator<Wolf> >::push_back(Wolf const&) [59]
[191]    0.0    0.00    0.00    9473         std::vector<Wolf, std::allocator<Wolf> >::end() [191]
                0.00    0.00    9473/19183       __gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >::__normal_iterator(Wolf* const&) [179]
-----------------------------------------------
                0.00    0.00    8602/8602        std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [195]
[192]    0.0    0.00    0.00    8602         __gnu_cxx::new_allocator<Wolf>::max_size() const [192]
                0.00    0.00    8602/12969       __gnu_cxx::new_allocator<Wolf>::_M_max_size() const [182]
-----------------------------------------------
                0.00    0.00    8602/8602        std::vector<Wolf, std::allocator<Wolf> >::max_size() const [194]
[193]    0.0    0.00    0.00    8602         std::_Vector_base<Wolf, std::allocator<Wolf> >::_M_get_Tp_allocator() const [193]
-----------------------------------------------
                0.00    0.00    8602/8602        std::vector<Wolf, std::allocator<Wolf> >::_M_check_len(unsigned long, char const*) const [219]
[194]    0.0    0.00    0.00    8602         std::vector<Wolf, std::allocator<Wolf> >::max_size() const [194]
                0.00    0.00    8602/8602        std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [196]
                0.00    0.00    8602/8602        std::_Vector_base<Wolf, std::allocator<Wolf> >::_M_get_Tp_allocator() const [193]
-----------------------------------------------
                0.00    0.00    8602/8602        std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [196]
[195]    0.0    0.00    0.00    8602         std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [195]
                0.00    0.00    8602/8602        __gnu_cxx::new_allocator<Wolf>::max_size() const [192]
-----------------------------------------------
                0.00    0.00    8602/8602        std::vector<Wolf, std::allocator<Wolf> >::max_size() const [194]
[196]    0.0    0.00    0.00    8602         std::vector<Wolf, std::allocator<Wolf> >::_S_max_size(std::allocator<Wolf> const&) [196]
                0.00    0.00    8602/8602        std::allocator_traits<std::allocator<Wolf> >::max_size(std::allocator<Wolf> const&) [195]
                0.00    0.00    8602/17114       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [181]
-----------------------------------------------
                0.00    0.00    4255/8556        std::vector<Sheep, std::allocator<Sheep> >::_M_check_len(unsigned long, char const*) const [220]
                0.00    0.00    4301/8556        std::vector<Wolf, std::allocator<Wolf> >::_M_check_len(unsigned long, char const*) const [219]
[197]    0.0    0.00    0.00    8556         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [197]
-----------------------------------------------
                0.00    0.00    8510/8510        std::allocator_traits<std::allocator<Sheep> >::max_size(std::allocator<Sheep> const&) [201]
[198]    0.0    0.00    0.00    8510         __gnu_cxx::new_allocator<Sheep>::max_size() const [198]
                0.00    0.00    8510/12816       __gnu_cxx::new_allocator<Sheep>::_M_max_size() const [183]
-----------------------------------------------
                0.00    0.00    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::max_size() const [200]
[199]    0.0    0.00    0.00    8510         std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() const [199]
-----------------------------------------------
                0.00    0.00    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_M_check_len(unsigned long, char const*) const [220]
[200]    0.0    0.00    0.00    8510         std::vector<Sheep, std::allocator<Sheep> >::max_size() const [200]
                0.00    0.00    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_max_size(std::allocator<Sheep> const&) [202]
                0.00    0.00    8510/8510        std::_Vector_base<Sheep, std::allocator<Sheep> >::_M_get_Tp_allocator() const [199]
-----------------------------------------------
                0.00    0.00    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::_S_max_size(std::allocator<Sheep> const&) [202]
[201]    0.0    0.00    0.00    8510         std::allocator_traits<std::allocator<Sheep> >::max_size(std::allocator<Sheep> const&) [201]
                0.00    0.00    8510/8510        __gnu_cxx::new_allocator<Sheep>::max_size() const [198]
-----------------------------------------------
                0.00    0.00    8510/8510        std::vector<Sheep, std::allocator<Sheep> >::max_size() const [200]
[202]    0.0    0.00    0.00    8510         std::vector<Sheep, std::allocator<Sheep> >::_S_max_size(std::allocator<Sheep> const&) [202]
                0.00    0.00    8510/8510        std::allocator_traits<std::allocator<Sheep> >::max_size(std::allocator<Sheep> const&) [201]
                0.00    0.00    8510/17114       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [181]
-----------------------------------------------
                0.00    0.00    7320/7320        bool __gnu_cxx::operator!=<Patch const*, std::vector<Patch, std::allocator<Patch> > >(__gnu_cxx::__normal_iterator<Patch const*, std::vector<Patch, std::allocator<Patch> > > const&, __gnu_cxx::__normal_iterator<Patch const*, std::vector<Patch, std::allocator<Patch> > > const&) [224]
[203]    0.0    0.00    0.00    7320         __gnu_cxx::__normal_iterator<Patch const*, std::vector<Patch, std::allocator<Patch> > >::base() const [203]
-----------------------------------------------
                0.00    0.00    2946/6830        Sheep::Sheep(int, int, int) [231]
                0.00    0.00    3884/6830        Wolf::Wolf(int, int, int) [223]
[204]    0.0    0.00    0.00    6830         Animal::Animal(int, int, int) [204]
-----------------------------------------------
                0.00    0.00     182/5539        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf&&) [94]
                0.00    0.00     237/5539        std::vector<Wolf, std::allocator<Wolf> >::operator=(std::vector<Wolf, std::allocator<Wolf> > const&) [86]
                0.00    0.00     500/5539        go() [2]
                0.00    0.00     501/5539        displayLabels() [52]
                0.00    0.00    4119/5539        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf const&>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf const&) [67]
[205]    0.0    0.00    0.00    5539         std::vector<Wolf, std::allocator<Wolf> >::begin() [205]
                0.00    0.00    5539/19183       __gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >::__normal_iterator(Wolf* const&) [179]
-----------------------------------------------
                0.00    0.00      66/4868        std::vector<Wolf, std::allocator<Wolf> >::operator=(std::vector<Wolf, std::allocator<Wolf> > const&) [86]
                0.00    0.00     182/4868        void std::vector<Wolf, std::allocator<Wolf> >::_M_realloc_insert<Wolf>(__gnu_cxx::__normal_iterator<Wolf*, std::vector<Wolf, std::allocator<Wolf> > >, Wolf&&) [94]
